uuid,pedestrian_entrance_uuid,geometry
walkway_6680,pedestrian_10124068121,Point (126.9852556 37.5003383)
walkway_6681,pedestrian_1925499060,Point (127.0399597 37.4786821)
walkway_6682,pedestrian_9621002224,Point (127.0286737 37.4918324)
walkway_6683,pedestrian_4309803037,Point (127.0433889 37.4761937)
walkway_6684,pedestrian_436853883,Point (126.9981951 37.4961145)
walkway_6685,pedestrian_3011650436,Point (127.0444167 37.4752965)
walkway_6686,pedestrian_1925498380,Point (127.0394242 37.4708352)
walkway_6687,pedestrian_4634856278,Point (127.0256489 37.4699024)
walkway_6688,pedestrian_3827338143,Point (127.0099045 37.49018)
walkway_6689,pedestrian_3827169556,Point (127.03058 37.4857805)
walkway_6690,pedestrian_9711448918,Point (127.0271107 37.4950435)
walkway_6691,pedestrian_3011650435,Point (127.0433528 37.4746306)
walkway_6692,pedestrian_2295372337,Point (127.019316 37.4948209)
walkway_6693,pedestrian_3088423804,Point (126.996342 37.5064392)
walkway_6694,pedestrian_2509978764,Point (126.9915271 37.4910431)
walkway_6695,pedestrian_2533109212,Point (126.9851779 37.4951822)
walkway_6696,pedestrian_1696934704,Point (126.9968673 37.4812027)
walkway_6697,pedestrian_4184425800,Point (127.0380161 37.4759052)
walkway_6698,pedestrian_3154300013,Point (127.0081236 37.4926796)
walkway_6699,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_6700,pedestrian_2429722055,Point (127.0176657 37.5129527)
walkway_6701,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_6702,pedestrian_4185991281,Point (126.983154 37.4770657)
walkway_6703,pedestrian_9657758715,Point (127.0284315 37.4879597)
walkway_6704,pedestrian_3827258463,Point (127.0161392 37.4860641)
walkway_6705,pedestrian_2295372337,Point (127.019316 37.4948209)
walkway_6706,pedestrian_1694783202,Point (127.0362983 37.483503)
walkway_6707,pedestrian_3827338142,Point (127.0136371 37.4900964)
walkway_6708,pedestrian_2295372337,Point (127.019316 37.4948209)
walkway_6709,pedestrian_3088423804,Point (126.996342 37.5064392)
walkway_6710,pedestrian_1685694993,Point (126.9827047 37.4782832)
walkway_6711,pedestrian_4666832848,Point (126.9834948 37.4779495)
walkway_6712,pedestrian_2110341085,Point (126.9838203 37.4769887)
walkway_6713,pedestrian_2388037860,Point (127.0130799 37.4920773)
walkway_6714,pedestrian_3011650467,Point (127.0445676 37.475896)
walkway_6715,pedestrian_3153680761,Point (127.0116485 37.4937616)
walkway_6716,pedestrian_3827169460,Point (127.0283589 37.4844231)
walkway_6717,pedestrian_11009516055,Point (127.0353196 37.4613227)
walkway_6718,pedestrian_4182209827,Point (127.0226942 37.5046056)
walkway_6719,pedestrian_3827672525,Point (127.0205327 37.5091645)
walkway_6720,pedestrian_3827337555,Point (127.0046288 37.4860623)
walkway_6721,pedestrian_2509978198,Point (126.9882835 37.4884738)
walkway_6722,pedestrian_2624211567,Point (126.984814 37.4939099)
walkway_6723,pedestrian_1696934710,Point (126.99523 37.4814271)
walkway_6724,pedestrian_1694782839,Point (127.0384304 37.4819891)
walkway_6725,pedestrian_2295372337,Point (127.019316 37.4948209)
walkway_6726,pedestrian_2477340262,Point (127.0214385 37.5042389)
walkway_6727,pedestrian_8376423652,Point (127.0212239 37.5036182)
walkway_6728,pedestrian_4184424781,Point (127.0411986 37.4799945)
walkway_6729,pedestrian_2110270505,Point (126.9936264 37.4876823)
walkway_6730,pedestrian_3827547994,Point (127.012668 37.4908834)
walkway_6731,pedestrian_2477374749,Point (127.0193863 37.5104545)
walkway_6732,pedestrian_1696934730,Point (126.9957546 37.4829672)
walkway_6733,pedestrian_9284678873,Point (127.0550061 37.4483264)
walkway_6734,pedestrian_3827257119,Point (127.0197589 37.4841363)
walkway_6735,pedestrian_3011650443,Point (127.0439536 37.4757432)
walkway_6736,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_6737,pedestrian_2622713694,Point (126.9983813 37.4986412)
walkway_6738,pedestrian_3827671816,Point (127.0219063 37.506272)
walkway_6739,pedestrian_9621002224,Point (127.0286737 37.4918324)
walkway_6740,pedestrian_3153680662,Point (127.0112746 37.4943296)
walkway_6741,pedestrian_2861578306,Point (127.0182848 37.5130044)
walkway_6742,pedestrian_2533109203,Point (126.9897546 37.4939073)
walkway_6743,pedestrian_4185683888,Point (127.0148783 37.4831575)
walkway_6744,pedestrian_9608955261,Point (127.029997 37.4889313)
walkway_6745,pedestrian_9735019245,Point (127.025127 37.4917166)
walkway_6746,pedestrian_2533109207,Point (126.986216 37.4940278)
walkway_6747,pedestrian_10583130882,Point (127.0151195 37.4800532)
walkway_6748,pedestrian_3827258473,Point (127.0158421 37.4865393)
walkway_6749,pedestrian_3827547993,Point (127.0135559 37.4905388)
walkway_6750,pedestrian_2622809984,Point (126.9974994 37.496141)
walkway_6751,pedestrian_1694782585,Point (127.0410708 37.4798659)
walkway_6752,pedestrian_3827338146,Point (127.0107291 37.4905414)
walkway_6753,pedestrian_4185991246,Point (126.98528 37.4789744)
walkway_6754,pedestrian_3804191178,Point (126.9838863 37.4872846)
walkway_6755,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_6756,pedestrian_11431861685,Point (127.0364558 37.4846469)
walkway_6757,pedestrian_1962358621,Point (127.0104414 37.5024929)
walkway_6758,pedestrian_4147013853,Point (127.0069491 37.5094835)
walkway_6759,pedestrian_3132428230,Point (127.012364 37.4948111)
walkway_6760,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_6761,pedestrian_4185991285,Point (126.9840617 37.4819736)
walkway_6762,pedestrian_4309803037,Point (127.0433889 37.4761937)
walkway_6763,pedestrian_3072843633,Point (127.0136813 37.4968278)
walkway_6764,pedestrian_3827548044,Point (127.0159806 37.49239)
walkway_6765,pedestrian_1925498408,Point (127.0393131 37.4719634)
walkway_6766,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_6767,pedestrian_6552166589,Point (127.0082428 37.518587)
walkway_6768,pedestrian_4644339636,Point (126.9829128 37.4743645)
walkway_6769,pedestrian_4184425799,Point (127.0373999 37.4764137)
walkway_6770,pedestrian_9891988044,Point (127.0188194 37.5175992)
walkway_6771,pedestrian_3793131879,Point (127.0440072 37.4627211)
walkway_6772,pedestrian_8489625326,Point (127.0203614 37.4854268)
walkway_6773,pedestrian_11229661063,Point (126.9824502 37.4881471)
walkway_6774,pedestrian_3827547996,Point (127.0117419 37.4909683)
walkway_6775,pedestrian_3825549715,Point (127.026492 37.4962741)
walkway_6776,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6777,pedestrian_3804191181,Point (126.9831418 37.4874249)
walkway_6778,pedestrian_3793131879,Point (127.0440072 37.4627211)
walkway_6779,pedestrian_1685579585,Point (126.9829489 37.4844237)
walkway_6780,pedestrian_3804191186,Point (126.9859903 37.4875102)
walkway_6781,pedestrian_4184585505,Point (127.0420988 37.4679231)
walkway_6782,pedestrian_4865811281,Point (127.0348783 37.483838)
walkway_6783,pedestrian_10220955586,Point (127.0208693 37.4958805)
walkway_6784,pedestrian_3827672534,Point (127.0210691 37.5093274)
walkway_6785,pedestrian_3827338128,Point (127.0079924 37.4895122)
walkway_6786,pedestrian_8495297507,Point (127.0231994 37.5026378)
walkway_6787,pedestrian_2622713694,Point (126.9983813 37.4986412)
walkway_6788,pedestrian_2244637675,Point (127.0032639 37.5083279)
walkway_6789,pedestrian_2622767610,Point (127.0014049 37.4937779)
walkway_6790,pedestrian_1965713684,Point (127.0127345 37.4878003)
walkway_6791,pedestrian_4185691253,Point (127.0125747 37.4865349)
walkway_6792,pedestrian_12061673699,Point (127.025242 37.4988965)
walkway_6793,pedestrian_4184424785,Point (127.0433348 37.4800936)
walkway_6794,pedestrian_3804191248,Point (126.9846275 37.4908709)
walkway_6795,pedestrian_1925498333,Point (127.0408539 37.4692796)
walkway_6796,pedestrian_1685716274,Point (126.9840998 37.4826849)
walkway_6797,pedestrian_2429722070,Point (127.0172685 37.5125283)
walkway_6798,pedestrian_4185879872,Point (126.9926751 37.4816991)
walkway_6799,pedestrian_2623456334,Point (126.9948126 37.4885431)
walkway_6800,pedestrian_1694782941,Point (127.0399956 37.4824606)
walkway_6801,pedestrian_3827338133,Point (127.0052874 37.4896699)
walkway_6802,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_6803,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_6804,pedestrian_1694783202,Point (127.0362983 37.483503)
walkway_6805,pedestrian_1859712472,Point (127.0318935 37.4849111)
walkway_6806,pedestrian_3827338128,Point (127.0079924 37.4895122)
walkway_6807,pedestrian_600377797,Point (127.0179415 37.5172488)
walkway_6808,pedestrian_4101372586,Point (126.9832092 37.4780619)
walkway_6809,pedestrian_3827548457,Point (127.0084843 37.4932032)
walkway_6810,pedestrian_2477265745,Point (127.0232241 37.505124)
walkway_6811,pedestrian_1430655016,Point (127.0249291 37.5017754)
walkway_6812,pedestrian_8489456681,Point (127.0184803 37.5145541)
walkway_6813,pedestrian_4101372583,Point (126.9834071 37.4774396)
walkway_6814,pedestrian_2622874615,Point (126.9910849 37.493036)
walkway_6815,pedestrian_9608955321,Point (127.0282153 37.4926133)
walkway_6816,pedestrian_4634856421,Point (127.0237147 37.4712669)
walkway_6817,pedestrian_600377860,Point (127.0174947 37.5160537)
walkway_6818,pedestrian_4147013853,Point (127.0069491 37.5094835)
walkway_6819,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_6820,pedestrian_3572149895,Point (127.0417909 37.4693118)
walkway_6821,pedestrian_11225358152,Point (127.0138505 37.5151318)
walkway_6822,pedestrian_1859565549,Point (127.0341134 37.4829618)
walkway_6823,pedestrian_4309936850,Point (127.0424364 37.4806113)
walkway_6824,pedestrian_8489062936,Point (127.0105114 37.5033457)
walkway_6825,pedestrian_8376423652,Point (127.0212239 37.5036182)
walkway_6826,pedestrian_2624211609,Point (126.9891948 37.4932309)
walkway_6827,pedestrian_1430655016,Point (127.0249291 37.5017754)
walkway_6828,pedestrian_3827169478,Point (127.0379422 37.484902)
walkway_6829,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6830,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6831,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6832,pedestrian_1859712472,Point (127.0318935 37.4849111)
walkway_6833,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_6834,pedestrian_8703399729,Point (127.0118823 37.4875466)
walkway_6835,pedestrian_3690640321,Point (127.0301884 37.4884991)
walkway_6836,pedestrian_1430679922,Point (127.0127232 37.4843232)
walkway_6837,pedestrian_3088864938,Point (127.0172885 37.5153735)
walkway_6838,pedestrian_9691296210,Point (127.0371411 37.4618966)
walkway_6839,pedestrian_9061817492,Point (127.040535 37.4852287)
walkway_6840,pedestrian_11431861596,Point (127.0286042 37.4880115)
walkway_6841,pedestrian_11431861634,Point (127.0274555 37.4866556)
walkway_6842,pedestrian_2861309352,Point (127.0194211 37.5114785)
walkway_6843,pedestrian_4186010981,Point (126.9838407 37.4865998)
walkway_6844,pedestrian_3804191250,Point (126.983813 37.4908779)
walkway_6845,pedestrian_600377854,Point (127.018434 37.5168542)
walkway_6846,pedestrian_3827338159,Point (127.0110013 37.4921785)
walkway_6847,pedestrian_2533109201,Point (126.9855227 37.4939036)
walkway_6848,pedestrian_1925498387,Point (127.0416134 37.4710145)
walkway_6849,pedestrian_3827169496,Point (127.0295627 37.4852267)
walkway_6850,pedestrian_4184618641,Point (127.0421907 37.475479)
walkway_6851,pedestrian_2509978764,Point (126.9915271 37.4910431)
walkway_6852,pedestrian_4185691251,Point (127.0145879 37.4846772)
walkway_6853,pedestrian_3011545193,Point (127.0468537 37.4730143)
walkway_6854,pedestrian_2624566112,Point (126.9895725 37.491397)
walkway_6855,pedestrian_1694782839,Point (127.0384304 37.4819891)
walkway_6856,pedestrian_2624566096,Point (126.9891837 37.4915403)
walkway_6857,pedestrian_600377797,Point (127.0179415 37.5172488)
walkway_6858,pedestrian_3011545194,Point (127.0450129 37.4747841)
walkway_6859,pedestrian_2429722054,Point (127.0182681 37.5136053)
walkway_6860,pedestrian_4311717787,Point (127.0886617 37.457545)
walkway_6861,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6862,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_6863,pedestrian_3827169470,Point (127.0394867 37.4847797)
walkway_6864,pedestrian_3827548458,Point (127.0187454 37.4932067)
walkway_6865,pedestrian_2628399840,Point (126.9989466 37.4996362)
walkway_6866,pedestrian_4184383143,Point (127.039481 37.4789501)
walkway_6867,pedestrian_2623456118,Point (126.9936017 37.4891762)
walkway_6868,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6869,pedestrian_1925498969,Point (127.0411979 37.4775741)
walkway_6870,pedestrian_9798531671,Point (127.0049089 37.5046618)
walkway_6871,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6872,pedestrian_2295372311,Point (127.014109 37.4913073)
walkway_6873,pedestrian_4182209842,Point (127.022198 37.5089508)
walkway_6874,pedestrian_2622874640,Point (126.9900719 37.4946264)
walkway_6875,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_6876,pedestrian_9802796430,Point (126.9986647 37.4989399)
walkway_6877,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_6878,pedestrian_1965713706,Point (127.0144196 37.4852744)
walkway_6879,pedestrian_2429722054,Point (127.0182681 37.5136053)
walkway_6880,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_6881,pedestrian_2429722054,Point (127.0182681 37.5136053)
walkway_6882,pedestrian_2429722054,Point (127.0182681 37.5136053)
walkway_6883,pedestrian_2244637675,Point (127.0032639 37.5083279)
walkway_6884,pedestrian_9835273091,Point (127.027617 37.4941023)
walkway_6885,pedestrian_8703399729,Point (127.0118823 37.4875466)
walkway_6886,pedestrian_9621002224,Point (127.0286737 37.4918324)
walkway_6887,pedestrian_10220955586,Point (127.0208693 37.4958805)
walkway_6888,pedestrian_3827258462,Point (127.0148442 37.4860075)
walkway_6889,pedestrian_4184585519,Point (127.0410683 37.4688229)
walkway_6890,pedestrian_1965713708,Point (127.0135753 37.4860411)
walkway_6891,pedestrian_2533109216,Point (126.9858596 37.4953015)
walkway_6892,pedestrian_9657790305,Point (127.029404 37.486286)
walkway_6893,pedestrian_3088423804,Point (126.996342 37.5064392)
walkway_6894,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_6895,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_6896,pedestrian_600377858,Point (127.0162818 37.5157784)
walkway_6897,pedestrian_2622713683,Point (126.9983333 37.4977959)
walkway_6898,pedestrian_3153680662,Point (127.0112746 37.4943296)
walkway_6899,pedestrian_9607825618,Point (127.0273531 37.4934773)
walkway_6900,pedestrian_9711448910,Point (127.0249135 37.495739)
walkway_6901,pedestrian_11431861704,Point (127.000549 37.4768479)
walkway_6902,pedestrian_3011650447,Point (127.0437191 37.4765905)
walkway_6903,pedestrian_1925498956,Point (127.0409757 37.4773096)
walkway_6904,pedestrian_2509978764,Point (126.9915271 37.4910431)
walkway_6905,pedestrian_4185805739,Point (126.9967555 37.4861919)
walkway_6906,pedestrian_1965713688,Point (127.0112826 37.4861305)
walkway_6907,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_6908,pedestrian_4184585501,Point (127.0438028 37.4668842)
walkway_6909,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_6910,pedestrian_8703399729,Point (127.0118823 37.4875466)
walkway_6911,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_6912,pedestrian_4184585519,Point (127.0410683 37.4688229)
walkway_6913,pedestrian_1694783484,Point (127.0380677 37.4836762)
walkway_6914,pedestrian_3827338159,Point (127.0110013 37.4921785)
walkway_6915,pedestrian_2429724564,Point (127.0161262 37.5131628)
walkway_6916,pedestrian_9632500766,Point (127.0264156 37.497785)
walkway_6917,pedestrian_4140672133,Point (126.9874963 37.5017559)
walkway_6918,pedestrian_1696934676,Point (127.0011867 37.4783339)
walkway_6919,pedestrian_4182209827,Point (127.0226942 37.5046056)
walkway_6920,pedestrian_4184424782,Point (127.0416932 37.4797035)
walkway_6921,pedestrian_3572149895,Point (127.0417909 37.4693118)
walkway_6922,pedestrian_9607816609,Point (127.0267542 37.4925565)
walkway_6923,pedestrian_1696934738,Point (126.9944125 37.483853)
walkway_6924,pedestrian_9798531671,Point (127.0049089 37.5046618)
walkway_6925,pedestrian_3804191181,Point (126.9831418 37.4874249)
walkway_6926,pedestrian_3804191181,Point (126.9831418 37.4874249)
walkway_6927,pedestrian_4185991238,Point (126.9842748 37.4847878)
walkway_6928,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_6929,pedestrian_8486814112,Point (126.9859881 37.4872288)
walkway_6930,pedestrian_2295372314,Point (127.0164416 37.4924545)
walkway_6931,pedestrian_4181527976,Point (127.0176041 37.5111842)
walkway_6932,pedestrian_4185691251,Point (127.0145879 37.4846772)
walkway_6933,pedestrian_3827548474,Point (127.0130606 37.494181)
walkway_6934,pedestrian_8491008568,Point (127.0249769 37.4709666)
walkway_6935,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_6936,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_6937,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_6938,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_6939,pedestrian_6726077830,Point (127.0095621 37.5076288)
walkway_6940,pedestrian_1430655021,Point (127.0245976 37.5002326)
walkway_6941,pedestrian_1430655016,Point (127.0249291 37.5017754)
walkway_6942,pedestrian_1430655016,Point (127.0249291 37.5017754)
walkway_6943,pedestrian_3827672554,Point (127.0205885 37.5102807)
walkway_6944,pedestrian_9623430990,Point (127.0257894 37.4956137)
walkway_6945,pedestrian_3827548461,Point (127.015206 37.4932266)
walkway_6946,pedestrian_4185879872,Point (126.9926751 37.4816991)
walkway_6947,pedestrian_3089166486,Point (127.0083783 37.4876403)
walkway_6948,pedestrian_4184425800,Point (127.0380161 37.4759052)
walkway_6949,pedestrian_4184424781,Point (127.0411986 37.4799945)
walkway_6950,pedestrian_3827338156,Point (127.0111695 37.4917952)
walkway_6951,pedestrian_3153680663,Point (127.0094331 37.4930819)
walkway_6952,pedestrian_3827548461,Point (127.015206 37.4932266)
walkway_6953,pedestrian_11708401089,Point (127.0061168 37.5052044)
walkway_6954,pedestrian_6225367826,Point (127.0209198 37.5109105)
walkway_6955,pedestrian_9990176012,Point (127.0265314 37.4884485)
walkway_6956,pedestrian_2861309352,Point (127.0194211 37.5114785)
walkway_6957,pedestrian_9607825959,Point (127.0282727 37.4903887)
walkway_6958,pedestrian_3827338137,Point (127.0117371 37.4898728)
walkway_6959,pedestrian_8488907405,Point (127.0132354 37.4867323)
walkway_6960,pedestrian_2388037862,Point (127.0091921 37.4904646)
walkway_6961,pedestrian_11428504914,Point (127.0069391 37.507027)
walkway_6962,pedestrian_2861578323,Point (127.0189116 37.512277)
walkway_6963,pedestrian_4894927245,Point (127.0213744 37.5028784)
walkway_6964,pedestrian_3011650445,Point (127.043761 37.475929)
walkway_6965,pedestrian_4146699307,Point (126.9863955 37.4962933)
walkway_6966,pedestrian_4865811287,Point (127.0399672 37.4686621)
walkway_6967,pedestrian_3030832646,Point (127.0127703 37.4927197)
walkway_6968,pedestrian_3011650433,Point (127.0450537 37.4753696)
walkway_6969,pedestrian_4311718043,Point (127.0854171 37.4617762)
walkway_6970,pedestrian_9602018683,Point (127.0166016 37.4889083)
walkway_6971,pedestrian_3827548053,Point (127.0162545 37.4928658)
walkway_6972,pedestrian_1925498971,Point (127.0397658 37.4776097)
walkway_6973,pedestrian_3827548053,Point (127.0162545 37.4928658)
walkway_6974,pedestrian_3827257152,Point (127.0170569 37.4856361)
walkway_6975,pedestrian_3827547999,Point (127.0120304 37.4910981)
walkway_6976,pedestrian_1685694993,Point (126.9827047 37.4782832)
walkway_6977,pedestrian_1685686555,Point (126.9838728 37.4778008)
walkway_6978,pedestrian_3827338159,Point (127.0110013 37.4921785)
walkway_6979,pedestrian_12061684193,Point (127.0234415 37.5026618)
walkway_6980,pedestrian_2861578303,Point (127.017848 37.5143727)
walkway_6981,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_6982,pedestrian_600377854,Point (127.018434 37.5168542)
walkway_6983,pedestrian_3547291980,Point (127.0555491 37.4486533)
walkway_6984,pedestrian_1962358609,Point (127.0091974 37.4986412)
walkway_6985,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_6986,pedestrian_2477265745,Point (127.0232241 37.505124)
walkway_6987,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_6988,pedestrian_3827548054,Point (127.0155658 37.4929712)
walkway_6989,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_6990,pedestrian_8270014908,Point (127.0222588 37.4582587)
walkway_6991,pedestrian_1685579601,Point (126.9825838 37.4805601)
walkway_6992,pedestrian_2388037860,Point (127.0130799 37.4920773)
walkway_6993,pedestrian_3827547996,Point (127.0117419 37.4909683)
walkway_6994,pedestrian_4309803037,Point (127.0433889 37.4761937)
walkway_6995,pedestrian_3804191191,Point (126.9831596 37.4878417)
walkway_6996,pedestrian_4185834990,Point (126.993686 37.4849737)
walkway_6997,pedestrian_3827338126,Point (127.009668 37.4895076)
walkway_6998,pedestrian_11431861633,Point (127.035038 37.4832214)
walkway_6999,pedestrian_2655442257,Point (127.0167818 37.4842169)
walkway_7000,pedestrian_3089746775,Point (127.0111763 37.4814736)
walkway_7001,pedestrian_4184425799,Point (127.0373999 37.4764137)
walkway_7002,pedestrian_1925498576,Point (127.043055 37.4735143)
walkway_7003,pedestrian_3827338115,Point (127.0068149 37.4887854)
walkway_7004,pedestrian_2509978199,Point (126.9921346 37.4900382)
walkway_7005,pedestrian_8489456681,Point (127.0184803 37.5145541)
walkway_7006,pedestrian_1430655016,Point (127.0249291 37.5017754)
walkway_7007,pedestrian_4959609718,Point (127.0248409 37.4977623)
walkway_7008,pedestrian_4184585520,Point (127.0414303 37.4690592)
walkway_7009,pedestrian_3827338129,Point (127.0068152 37.4895302)
walkway_7010,pedestrian_1430655023,Point (127.023977 37.5014947)
walkway_7011,pedestrian_1925498908,Point (127.0405481 37.4768163)
walkway_7012,pedestrian_3825549715,Point (127.026492 37.4962741)
walkway_7013,pedestrian_3030832646,Point (127.0127703 37.4927197)
walkway_7014,pedestrian_9565986454,Point (127.0251592 37.4868541)
walkway_7015,pedestrian_12061682135,Point (127.0228615 37.5038149)
walkway_7016,pedestrian_3827258695,Point (127.0222531 37.4899762)
walkway_7017,pedestrian_1696934717,Point (126.9964967 37.4818002)
walkway_7018,pedestrian_9608955316,Point (127.0292007 37.4929105)
walkway_7019,pedestrian_2861578323,Point (127.0189116 37.512277)
walkway_7020,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_7021,pedestrian_2624211585,Point (126.9893352 37.4930117)
walkway_7022,pedestrian_3827258463,Point (127.0161392 37.4860641)
walkway_7023,pedestrian_9608955329,Point (127.0291235 37.4929408)
walkway_7024,pedestrian_6337030230,Point (127.03064 37.4886358)
walkway_7025,pedestrian_12061673705,Point (127.0256899 37.4991654)
walkway_7026,pedestrian_3827338133,Point (127.0052874 37.4896699)
walkway_7027,pedestrian_2510022117,Point (126.9914254 37.4897445)
walkway_7028,pedestrian_1430655023,Point (127.023977 37.5014947)
walkway_7029,pedestrian_4184399723,Point (127.0370391 37.4843943)
walkway_7030,pedestrian_2477340280,Point (127.0220695 37.5059275)
walkway_7031,pedestrian_2545067226,Point (126.9942932 37.4866048)
walkway_7032,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_7033,pedestrian_3800720929,Point (127.0375961 37.4595064)
walkway_7034,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_7035,pedestrian_1925499043,Point (127.0404431 37.4783826)
walkway_7036,pedestrian_3827548027,Point (127.0124916 37.4918514)
walkway_7037,pedestrian_9607825618,Point (127.0273531 37.4934773)
walkway_7038,pedestrian_4313280985,Point (127.0587018 37.4461465)
walkway_7039,pedestrian_3719486100,Point (126.9963022 37.4845936)
walkway_7040,pedestrian_9711448794,Point (127.0259874 37.4921147)
walkway_7041,pedestrian_9632500766,Point (127.0264156 37.497785)
walkway_7042,pedestrian_3089166481,Point (127.0090535 37.4872993)
walkway_7043,pedestrian_1430679232,Point (127.0147754 37.481873)
walkway_7044,pedestrian_4313280728,Point (127.0584529 37.4434763)
walkway_7045,pedestrian_2110341085,Point (126.9838203 37.4769887)
walkway_7046,pedestrian_2622713683,Point (126.9983333 37.4977959)
walkway_7047,pedestrian_2622713681,Point (126.9982812 37.4969427)
walkway_7048,pedestrian_3827548475,Point (127.0189385 37.4942201)
walkway_7049,pedestrian_4185991233,Point (126.9873982 37.4776442)
walkway_7050,pedestrian_4184585519,Point (127.0410683 37.4688229)
walkway_7051,pedestrian_2861578314,Point (127.0188852 37.5137216)
walkway_7052,pedestrian_4184399704,Point (127.0382406 37.4832329)
walkway_7053,pedestrian_8489505877,Point (127.0176576 37.5122983)
walkway_7054,pedestrian_414684380,Point (126.9904803 37.4927747)
walkway_7055,pedestrian_12061682135,Point (127.0228615 37.5038149)
walkway_7056,pedestrian_2477265754,Point (127.0204901 37.5044468)
walkway_7057,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_7058,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_7059,pedestrian_3011650459,Point (127.045297 37.4763718)
walkway_7060,pedestrian_9621002233,Point (127.0290503 37.492678)
walkway_7061,pedestrian_3827169492,Point (127.030352 37.4851377)
walkway_7062,pedestrian_4101372586,Point (126.9832092 37.4780619)
walkway_7063,pedestrian_3827548036,Point (127.0167486 37.4921725)
walkway_7064,pedestrian_3011650447,Point (127.0437191 37.4765905)
walkway_7065,pedestrian_4833838769,Point (127.0165075 37.4951293)
walkway_7066,pedestrian_2622810001,Point (126.9976503 37.4978263)
walkway_7067,pedestrian_4184618647,Point (127.0461321 37.475549)
walkway_7068,pedestrian_2477265738,Point (127.022603 37.5064314)
walkway_7069,pedestrian_3112192873,Point (127.0228852 37.4976922)
walkway_7070,pedestrian_1694782527,Point (127.0388561 37.47956)
walkway_7071,pedestrian_8496227299,Point (127.0311091 37.4865485)
walkway_7072,pedestrian_3827257136,Point (127.0145105 37.4849284)
walkway_7073,pedestrian_4634856427,Point (127.0254228 37.4710241)
walkway_7074,pedestrian_3825549699,Point (127.0272275 37.4959695)
walkway_7075,pedestrian_1694783036,Point (127.0405319 37.4826241)
walkway_7076,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_7077,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_7078,pedestrian_10583130882,Point (127.0151195 37.4800532)
walkway_7079,pedestrian_8556927603,Point (127.0156185 37.4941925)
walkway_7080,pedestrian_3827338116,Point (127.0101919 37.4888822)
walkway_7081,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_7082,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_7083,pedestrian_3089166491,Point (127.0104015 37.4845264)
walkway_7084,pedestrian_3827169857,Point (127.0317599 37.4857819)
walkway_7085,pedestrian_10939483798,Point (127.0348812 37.4636369)
walkway_7086,pedestrian_10666222096,Point (126.9845274 37.4772911)
walkway_7087,pedestrian_2533109198,Point (126.9865985 37.4926209)
walkway_7088,pedestrian_1430655021,Point (127.0245976 37.5002326)
walkway_7089,pedestrian_2624211585,Point (126.9893352 37.4930117)
walkway_7090,pedestrian_6337030228,Point (127.0309998 37.4876004)
walkway_7091,pedestrian_4867295786,Point (127.025634 37.5015095)
walkway_7092,pedestrian_2386012696,Point (127.0145164 37.4890034)
walkway_7093,pedestrian_3827548464,Point (127.0166219 37.493501)
