uuid,vehicle_entrance_uuid,geometry
vehicle_5535,localroad_3827258505,Point (127.0148124 37.4875105)
vehicle_5536,localroad_3492880093,Point (127.0223601 37.4854664)
vehicle_5537,localroad_2655472846,Point (127.019605 37.4858535)
vehicle_5538,localroad_1925498969,Point (127.0411979 37.4775741)
vehicle_5539,localroad_3132812737,Point (127.0078073 37.5031935)
vehicle_5540,localroad_1925498351,Point (127.0423886 37.4702928)
vehicle_5541,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_5542,localroad_3827169482,Point (127.0328405 37.4850272)
vehicle_5543,localroad_7888119745,Point (127.0036367 37.5015267)
vehicle_5544,localroad_3462555794,Point (126.9993924 37.4787953)
vehicle_5545,localroad_1965713688,Point (127.0112826 37.4861305)
vehicle_5546,localroad_1859712472,Point (127.0318935 37.4849111)
vehicle_5547,localroad_1925498832,Point (127.0348444 37.4755725)
vehicle_5548,localroad_3827338140,Point (127.0094358 37.4899746)
vehicle_5549,localroad_3355067065,Point (127.0190518 37.4953126)
vehicle_5550,localroad_3112174491,Point (127.014187 37.494527)
vehicle_5551,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_5552,localroad_2244507696,Point (126.9832642 37.4970249)
vehicle_5553,localroad_4185920046,Point (126.9865145 37.477017)
vehicle_5554,localroad_3827257136,Point (127.0145105 37.4849284)
vehicle_5555,localroad_2861578311,Point (127.019508 37.5126544)
vehicle_5556,localroad_4181527977,Point (127.0178284 37.5106366)
vehicle_5557,localroad_3826341157,Point (127.0304381 37.4898085)
vehicle_5558,localroad_2477265745,Point (127.0232241 37.505124)
vehicle_5559,localroad_12147442531,Point (126.9864003 37.5021971)
vehicle_5560,localroad_3827258684,Point (127.0182308 37.4894568)
vehicle_5561,localroad_4184425794,Point (127.0416901 37.4781651)
vehicle_5562,localroad_3827338125,Point (127.0094573 37.489437)
vehicle_5563,localroad_3827257110,Point (127.0236482 37.4838432)
vehicle_5564,localroad_3827258478,Point (127.022359 37.4867001)
vehicle_5565,localroad_3030832643,Point (127.008707 37.4914723)
vehicle_5566,localroad_3827548022,Point (127.0119095 37.4916278)
vehicle_5567,localroad_2622809982,Point (126.9975838 37.4969769)
vehicle_5568,localroad_2368063910,Point (127.012486 37.4933208)
vehicle_5569,localroad_1694783561,Point (127.0413829 37.4837895)
vehicle_5570,localroad_4184375309,Point (127.042648 37.4825492)
vehicle_5571,localroad_2510006962,Point (126.990821 37.492211)
vehicle_5572,localroad_2655472846,Point (127.019605 37.4858535)
vehicle_5573,localroad_9711448980,Point (127.0271562 37.4971801)
vehicle_5574,localroad_7888119745,Point (127.0036367 37.5015267)
vehicle_5575,localroad_414684382,Point (127.0298727 37.4929947)
vehicle_5576,localroad_4184399715,Point (127.0388474 37.4845859)
vehicle_5577,localroad_3827169464,Point (127.0296948 37.4846113)
vehicle_5578,localroad_3827338155,Point (127.0092609 37.4916454)
vehicle_5579,localroad_3827257151,Point (127.0249142 37.4856304)
vehicle_5580,localroad_11641428857,Point (127.0175039 37.5098707)
vehicle_5581,localroad_3088864938,Point (127.0172885 37.5153735)
vehicle_5582,localroad_4184070817,Point (127.0320143 37.4863166)
vehicle_5583,localroad_3088864938,Point (127.0172885 37.5153735)
vehicle_5584,localroad_3088864940,Point (127.0160964 37.5149928)
vehicle_5585,localroad_1694782828,Point (127.0379907 37.4818634)
vehicle_5586,localroad_436843482,Point (127.0398559 37.4785947)
vehicle_5587,localroad_2368063910,Point (127.012486 37.4933208)
vehicle_5588,localroad_2690624930,Point (127.0246032 37.496147)
vehicle_5589,localroad_2295372303,Point (127.0181492 37.494478)
vehicle_5590,localroad_4181527978,Point (127.0189489 37.5109787)
vehicle_5591,localroad_1925499033,Point (127.0393188 37.478318)
vehicle_5592,localroad_3222437349,Point (127.007737 37.4900098)
vehicle_5593,localroad_1965713733,Point (127.012958 37.4857479)
vehicle_5594,localroad_3030832647,Point (127.0138463 37.4928447)
vehicle_5595,localroad_2623456313,Point (126.9951131 37.4881354)
vehicle_5596,localroad_3827548055,Point (127.0168302 37.4930373)
vehicle_5597,localroad_3112174491,Point (127.014187 37.494527)
vehicle_5598,localroad_3827548488,Point (127.0147287 37.4956911)
vehicle_5599,localroad_3132427242,Point (127.0116016 37.4949802)
vehicle_5600,localroad_3153832863,Point (127.0128405 37.4941138)
vehicle_5601,localroad_436844221,Point (126.9950087 37.4855112)
vehicle_5602,localroad_1925498899,Point (127.0393337 37.4766451)
vehicle_5603,localroad_4184618645,Point (127.048049 37.4737342)
vehicle_5604,localroad_3154300014,Point (127.0106806 37.4934428)
vehicle_5605,localroad_3153680863,Point (127.0074777 37.4939927)
vehicle_5606,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_5607,localroad_4185805689,Point (126.9953861 37.4849385)
vehicle_5608,localroad_4738140907,Point (126.9997845 37.5077658)
vehicle_5609,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_5610,localroad_4185805753,Point (126.9983935 37.4880818)
vehicle_5611,localroad_2533109203,Point (126.9897546 37.4939073)
vehicle_5612,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_5613,localroad_2622810031,Point (126.995842 37.4983563)
vehicle_5614,localroad_1685716301,Point (126.9825309 37.4839305)
vehicle_5615,localroad_2932859103,Point (127.0211713 37.4863367)
vehicle_5616,localroad_2388037861,Point (127.0104481 37.4909964)
vehicle_5617,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_5618,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_5619,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_5620,localroad_3737658611,Point (127.0354014 37.4661264)
vehicle_5621,localroad_3827257101,Point (127.0183004 37.4833759)
vehicle_5622,localroad_1430679232,Point (127.0147754 37.481873)
vehicle_5623,localroad_3101791329,Point (127.0272447 37.4984526)
vehicle_5624,localroad_1965713692,Point (127.0138006 37.4851642)
vehicle_5625,localroad_3030832644,Point (127.0100052 37.491878)
vehicle_5626,localroad_3827338159,Point (127.0110013 37.4921785)
vehicle_5627,localroad_1965713692,Point (127.0138006 37.4851642)
vehicle_5628,localroad_8488907405,Point (127.0132354 37.4867323)
vehicle_5629,localroad_1965713690,Point (127.0140523 37.4876238)
vehicle_5630,localroad_2655472822,Point (127.0154456 37.4864158)
vehicle_5631,localroad_2655472845,Point (127.0157906 37.4858131)
vehicle_5632,localroad_2510009120,Point (126.9896809 37.4924719)
vehicle_5633,localroad_3827258484,Point (127.0158872 37.4870279)
vehicle_5634,localroad_2477340277,Point (127.020835 37.5040719)
vehicle_5635,localroad_3011650447,Point (127.0437191 37.4765905)
vehicle_5636,localroad_1925498920,Point (127.0428191 37.4770281)
vehicle_5637,localroad_3827169464,Point (127.0296948 37.4846113)
vehicle_5638,localroad_1694782585,Point (127.0410708 37.4798659)
vehicle_5639,localroad_2861309357,Point (127.0180311 37.5101416)
vehicle_5640,localroad_2655442261,Point (127.0191243 37.4838771)
vehicle_5641,localroad_3827170257,Point (127.032414 37.4867066)
vehicle_5642,localroad_2429722078,Point (127.0204348 37.5108876)
vehicle_5643,localroad_1925407818,Point (127.0047655 37.4821243)
vehicle_5644,localroad_3827548494,Point (127.020205 37.4963513)
vehicle_5645,localroad_2386012699,Point (127.0105055 37.4877455)
vehicle_5646,localroad_1965713684,Point (127.0127345 37.4878003)
vehicle_5647,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_5648,localroad_2932859104,Point (127.0182783 37.4854448)
vehicle_5649,localroad_2545067226,Point (126.9942932 37.4866048)
vehicle_5650,localroad_414684380,Point (126.9904803 37.4927747)
vehicle_5651,localroad_3827337541,Point (127.0040072 37.4855922)
vehicle_5652,localroad_4184618623,Point (127.0397983 37.4708845)
vehicle_5653,localroad_1430679904,Point (127.0122492 37.4836105)
vehicle_5654,localroad_600377805,Point (127.017289 37.5177416)
vehicle_5655,localroad_1430679922,Point (127.0127232 37.4843232)
vehicle_5656,localroad_12228667058,Point (127.0001372 37.4753261)
vehicle_5657,localroad_1872514033,Point (126.9895988 37.4787606)
vehicle_5658,localroad_4185691254,Point (127.0114189 37.4874086)
vehicle_5659,localroad_3492889693,Point (127.0290682 37.4946463)
vehicle_5660,localroad_1925498980,Point (127.0380275 37.4778247)
vehicle_5661,localroad_5406399771,Point (127.0298589 37.4838563)
vehicle_5662,localroad_2368063911,Point (127.0134044 37.4913877)
vehicle_5663,localroad_3274307602,Point (126.996645 37.4841716)
vehicle_5664,localroad_5935888704,Point (126.9980348 37.4815387)
vehicle_5665,localroad_4185816724,Point (127.0006484 37.4781149)
vehicle_5666,localroad_3137470631,Point (127.0114962 37.4840928)
vehicle_5667,localroad_4184618634,Point (127.041604 37.474818)
vehicle_5668,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_5669,localroad_1962358640,Point (127.0100363 37.5008999)
vehicle_5670,localroad_2622713665,Point (126.9986443 37.5001784)
vehicle_5671,localroad_3011650438,Point (127.0429102 37.4756184)
vehicle_5672,localroad_12228667058,Point (127.0001372 37.4753261)
vehicle_5673,localroad_6337049852,Point (127.0322125 37.4848913)
vehicle_5674,localroad_5628739393,Point (127.0127917 37.4976191)
vehicle_5675,localroad_3011650452,Point (127.0468425 37.4742782)
vehicle_5676,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_5677,localroad_3492889693,Point (127.0290682 37.4946463)
vehicle_5678,localroad_4185920046,Point (126.9865145 37.477017)
vehicle_5679,localroad_4185991281,Point (126.983154 37.4770657)
vehicle_5680,localroad_3827258509,Point (127.0155563 37.4875902)
vehicle_5681,localroad_436844216,Point (126.9980012 37.4808984)
vehicle_5682,localroad_3462556494,Point (127.000041 37.4790395)
vehicle_5683,localroad_3804191182,Point (126.982414 37.4874186)
vehicle_5684,localroad_2509978358,Point (126.9890261 37.487301)
vehicle_5685,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_5686,localroad_3089746784,Point (127.011706 37.4833742)
vehicle_5687,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_5688,localroad_3089746773,Point (127.0123751 37.4818287)
vehicle_5689,localroad_2533109203,Point (126.9897546 37.4939073)
vehicle_5690,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_5691,localroad_5406399791,Point (127.0227151 37.4830278)
vehicle_5692,localroad_3827257107,Point (127.0225625 37.4836847)
vehicle_5693,localroad_3827257107,Point (127.0225625 37.4836847)
vehicle_5694,localroad_3827257103,Point (127.0215534 37.483538)
vehicle_5695,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_5696,localroad_1430679232,Point (127.0147754 37.481873)
vehicle_5697,localroad_2110341085,Point (126.9838203 37.4769887)
vehicle_5698,localroad_3112174491,Point (127.014187 37.494527)
vehicle_5699,localroad_9882864421,Point (126.9941245 37.4741353)
vehicle_5700,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_5701,localroad_3827258487,Point (127.0218402 37.4871141)
vehicle_5702,localroad_3827258536,Point (127.0178051 37.4881736)
vehicle_5703,localroad_1965713733,Point (127.012958 37.4857479)
vehicle_5704,localroad_2932859104,Point (127.0182783 37.4854448)
vehicle_5705,localroad_3112174491,Point (127.014187 37.494527)
vehicle_5706,localroad_1925498380,Point (127.0394242 37.4708352)
vehicle_5707,localroad_1694782997,Point (127.0419603 37.4825658)
vehicle_5708,localroad_1430679232,Point (127.0147754 37.481873)
vehicle_5709,localroad_571448492,Point (127.027701 37.4961026)
vehicle_5710,localroad_436817738,Point (127.0115903 37.5024989)
vehicle_5711,localroad_3101791329,Point (127.0272447 37.4984526)
vehicle_5712,localroad_3827258659,Point (127.0153564 37.4885888)
vehicle_5713,localroad_2295372306,Point (127.0208286 37.4947835)
vehicle_5714,localroad_3112174493,Point (127.0153218 37.4948806)
vehicle_5715,localroad_2110270505,Point (126.9936264 37.4876823)
vehicle_5716,localroad_4314800999,Point (127.0538699 37.4625348)
vehicle_5717,localroad_3492880093,Point (127.0223601 37.4854664)
vehicle_5718,localroad_3800522741,Point (127.0233182 37.494795)
vehicle_5719,localroad_3800522729,Point (127.0248944 37.4914934)
vehicle_5720,localroad_3827169545,Point (127.0315074 37.4857029)
vehicle_5721,localroad_3827170273,Point (127.0268432 37.4869309)
vehicle_5722,localroad_4185715625,Point (127.0059112 37.482339)
vehicle_5723,localroad_3089746781,Point (127.0105017 37.4820792)
vehicle_5724,localroad_4185744404,Point (127.0051913 37.4860233)
vehicle_5725,localroad_3827338135,Point (127.0067665 37.48985)
vehicle_5726,localroad_2622767602,Point (127.0021192 37.4932329)
vehicle_5727,localroad_3827338099,Point (127.010309 37.4881639)
vehicle_5728,localroad_3153680662,Point (127.0112746 37.4943296)
vehicle_5729,localroad_4185683888,Point (127.0148783 37.4831575)
vehicle_5730,localroad_3112248630,Point (127.0216824 37.4979765)
vehicle_5731,localroad_436859991,Point (127.0132476 37.5130344)
vehicle_5732,localroad_595776308,Point (127.0164075 37.517563)
vehicle_5733,localroad_4185626650,Point (127.0097053 37.5126747)
vehicle_5734,localroad_2429722054,Point (127.0182681 37.5136053)
vehicle_5735,localroad_2429722057,Point (127.0163225 37.5118487)
vehicle_5736,localroad_3827672518,Point (127.0198436 37.5089519)
vehicle_5737,localroad_4899542143,Point (127.0150808 37.50435)
vehicle_5738,localroad_2622713668,Point (126.9996414 37.5005827)
vehicle_5739,localroad_2244637675,Point (127.0032639 37.5083279)
vehicle_5740,localroad_2244637675,Point (127.0032639 37.5083279)
vehicle_5741,localroad_7888119750,Point (127.0029462 37.501785)
vehicle_5742,localroad_2622713692,Point (127.0003254 37.4985277)
vehicle_5743,localroad_2623456123,Point (126.9944055 37.4879197)
vehicle_5744,localroad_1685716291,Point (126.9879516 37.4786654)
vehicle_5745,localroad_1685686500,Point (126.9874423 37.4824356)
vehicle_5746,localroad_4644355021,Point (126.9839139 37.4745818)
vehicle_5747,localroad_4644355021,Point (126.9839139 37.4745818)
vehicle_5748,localroad_8486132576,Point (126.9910125 37.474334)
vehicle_5749,localroad_4107814209,Point (126.9914922 37.4781524)
vehicle_5750,localroad_4185920044,Point (126.9932919 37.475554)
vehicle_5751,localroad_3804191202,Point (126.9876568 37.4882156)
vehicle_5752,localroad_3804191229,Point (126.9873506 37.4899636)
vehicle_5753,localroad_4184425793,Point (127.0407373 37.4786978)
vehicle_5754,localroad_1925499063,Point (127.0354001 37.4787579)
vehicle_5755,localroad_1925498974,Point (127.035393 37.4776403)
vehicle_5756,localroad_1925499114,Point (127.0357593 37.4790198)
vehicle_5757,localroad_4184411284,Point (127.0375225 37.4780566)
vehicle_5758,localroad_1925380075,Point (127.0339953 37.473851)
vehicle_5759,localroad_11091065444,Point (127.0270374 37.4808359)
vehicle_5760,localroad_1925380075,Point (127.0339953 37.473851)
vehicle_5761,localroad_8487937348,Point (127.0129772 37.4573801)
vehicle_5762,localroad_4634773825,Point (127.0185332 37.4654797)
vehicle_5763,localroad_4634773825,Point (127.0185332 37.4654797)
vehicle_5764,localroad_4634773829,Point (127.0184953 37.4650623)
vehicle_5765,localroad_562451187,Point (127.019757 37.4666956)
vehicle_5766,localroad_562451187,Point (127.019757 37.4666956)
vehicle_5767,localroad_4634856233,Point (127.0255145 37.4729985)
vehicle_5768,localroad_436876714,Point (127.0229531 37.4627197)
vehicle_5769,localroad_436871835,Point (127.02954 37.47309)
vehicle_5770,localroad_4634773821,Point (127.02008 37.4643041)
vehicle_5771,localroad_846808281,Point (127.0203527 37.459381)
vehicle_5772,localroad_3634017638,Point (127.0151745 37.4565987)
vehicle_5773,localroad_1925498340,Point (127.0402736 37.4696501)
vehicle_5774,localroad_1925498340,Point (127.0402736 37.4696501)
vehicle_5775,localroad_1925498593,Point (127.0412995 37.4737851)
vehicle_5776,localroad_3011646227,Point (127.0439135 37.4740641)
vehicle_5777,localroad_1925498798,Point (127.0414176 37.4754089)
vehicle_5778,localroad_927737288,Point (127.0439849 37.4682603)
vehicle_5779,localroad_1925498447,Point (127.0413073 37.4723824)
vehicle_5780,localroad_3800720902,Point (127.0423112 37.4583856)
vehicle_5781,localroad_9693950791,Point (127.0343724 37.4624784)
vehicle_5782,localroad_3737658611,Point (127.0354014 37.4661264)
vehicle_5783,localroad_1858938819,Point (127.0349255 37.4738129)
vehicle_5784,localroad_436876729,Point (127.0311183 37.4714305)
vehicle_5785,localroad_9624439689,Point (127.0304961 37.4707679)
vehicle_5786,localroad_4865811291,Point (127.0387421 37.4719541)
vehicle_5787,localroad_4314799356,Point (127.0543561 37.4636919)
vehicle_5788,localroad_4314829755,Point (127.0713183 37.4579816)
vehicle_5789,localroad_4314829755,Point (127.0713183 37.4579816)
vehicle_5790,localroad_4314829748,Point (127.071792 37.4606447)
vehicle_5791,localroad_6205230842,Point (127.0498254 37.4555425)
vehicle_5792,localroad_4633730866,Point (127.05319 37.4543928)
vehicle_5793,localroad_4314705358,Point (127.0657239 37.4551382)
vehicle_5794,localroad_4313280791,Point (127.0580672 37.4472366)
vehicle_5795,localroad_4313280890,Point (127.0688304 37.4356617)
vehicle_5796,localroad_846808301,Point (127.0146511 37.5201474)
vehicle_5797,localroad_436816903,Point (127.0133484 37.5138164)
vehicle_5798,localroad_2622874586,Point (126.991374 37.498158)
vehicle_5799,localroad_3011650441,Point (127.0441871 37.4755179)
vehicle_5800,localroad_2623317176,Point (127.0017322 37.4960129)
vehicle_5801,localroad_4181527974,Point (127.0190101 37.5146394)
vehicle_5802,localroad_3112174490,Point (127.0135388 37.4943271)
vehicle_5803,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_5804,localroad_2368063904,Point (127.0143059 37.4901645)
vehicle_5805,localroad_3153832863,Point (127.0128405 37.4941138)
vehicle_5806,localroad_4185816724,Point (127.0006484 37.4781149)
vehicle_5807,localroad_3011545194,Point (127.0450129 37.4747841)
vehicle_5808,localroad_1962358614,Point (127.0093502 37.5008791)
vehicle_5809,localroad_1696934710,Point (126.99523 37.4814271)
vehicle_5810,localroad_3572149895,Point (127.0417909 37.4693118)
vehicle_5811,localroad_6337049852,Point (127.0322125 37.4848913)
vehicle_5812,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_5813,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_5814,localroad_3827170276,Point (127.0316269 37.4870324)
vehicle_5815,localroad_3827258501,Point (127.0140847 37.4874294)
vehicle_5816,localroad_3222437349,Point (127.007737 37.4900098)
vehicle_5817,localroad_8487656462,Point (127.0125924 37.491348)
vehicle_5818,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_5819,localroad_1694783697,Point (127.0398616 37.4840447)
vehicle_5820,localroad_1685694993,Point (126.9827047 37.4782832)
vehicle_5821,localroad_4184585509,Point (127.0430204 37.467578)
vehicle_5822,localroad_1685694993,Point (126.9827047 37.4782832)
vehicle_5823,localroad_2623456313,Point (126.9951131 37.4881354)
vehicle_5824,localroad_4309803037,Point (127.0433889 37.4761937)
vehicle_5825,localroad_2388037860,Point (127.0130799 37.4920773)
vehicle_5826,localroad_4182209836,Point (127.0218989 37.5083641)
vehicle_5827,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_5828,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_5829,localroad_3011650453,Point (127.0464431 37.4740262)
vehicle_5830,localroad_3112174488,Point (127.0149388 37.4970441)
vehicle_5831,localroad_1696934714,Point (126.9990351 37.4816342)
vehicle_5832,localroad_4185835030,Point (126.9973292 37.4819279)
vehicle_5833,localroad_927737701,Point (127.0464339 37.4687657)
vehicle_5834,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_5835,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_5836,localroad_2110341094,Point (126.9855508 37.4768116)
vehicle_5837,localroad_4101372789,Point (126.9834085 37.4818133)
vehicle_5838,localroad_3634016488,Point (127.0255135 37.4600899)
vehicle_5839,localroad_4185879886,Point (126.9905088 37.4850607)
vehicle_5840,localroad_3112862148,Point (127.0142525 37.4956078)
vehicle_5841,localroad_8489505876,Point (127.0180409 37.5127366)
vehicle_5842,localroad_2932859104,Point (127.0182783 37.4854448)
vehicle_5843,localroad_2295372307,Point (127.0160487 37.4933183)
vehicle_5844,localroad_2533109220,Point (126.9847895 37.4964536)
vehicle_5845,localroad_4185715626,Point (127.0062434 37.48171)
vehicle_5846,localroad_3153829061,Point (127.0097687 37.4936819)
vehicle_5847,localroad_4184585496,Point (127.0426695 37.4673348)
vehicle_5848,localroad_3827257117,Point (127.0141351 37.4840597)
vehicle_5849,localroad_3634017638,Point (127.0151745 37.4565987)
vehicle_5850,localroad_2861309356,Point (127.0198013 37.5106926)
vehicle_5851,localroad_3827338133,Point (127.0052874 37.4896699)
vehicle_5852,localroad_4634773820,Point (127.0210159 37.4655086)
vehicle_5853,localroad_1965713723,Point (127.0142296 37.486372)
vehicle_5854,localroad_2110341085,Point (126.9838203 37.4769887)
vehicle_5855,localroad_2429722057,Point (127.0163225 37.5118487)
vehicle_5856,localroad_1696934738,Point (126.9944125 37.483853)
vehicle_5857,localroad_2817764747,Point (127.0450947 37.463568)
vehicle_5858,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_5859,localroad_4181527974,Point (127.0190101 37.5146394)
vehicle_5860,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_5861,localroad_3690640321,Point (127.0301884 37.4884991)
vehicle_5862,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_5863,localroad_2281095534,Point (127.0227946 37.5039472)
vehicle_5864,localroad_1694783066,Point (127.0383718 37.4829058)
vehicle_5865,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_5866,localroad_4886793465,Point (126.9870535 37.4984258)
vehicle_5867,localroad_3827671784,Point (127.0214582 37.5055761)
vehicle_5868,localroad_4184585496,Point (127.0426695 37.4673348)
vehicle_5869,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_5870,localroad_4184425796,Point (127.0420053 37.4790453)
vehicle_5871,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_5872,localroad_5406399767,Point (127.0314924 37.4842283)
vehicle_5873,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_5874,localroad_2622810044,Point (126.9966394 37.4978993)
vehicle_5875,localroad_1965713723,Point (127.0142296 37.486372)
vehicle_5876,localroad_2622713681,Point (126.9982812 37.4969427)
vehicle_5877,localroad_2533109201,Point (126.9855227 37.4939036)
vehicle_5878,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_5879,localroad_2368063910,Point (127.012486 37.4933208)
vehicle_5880,localroad_3827169481,Point (127.0327337 37.4849682)
vehicle_5881,localroad_2655442263,Point (127.0184474 37.4850894)
vehicle_5882,localroad_2533109212,Point (126.9851779 37.4951822)
vehicle_5883,localroad_1925498920,Point (127.0428191 37.4770281)
vehicle_5884,localroad_1685716271,Point (126.9822746 37.4794079)
vehicle_5885,localroad_3088424193,Point (126.9950154 37.50588)
vehicle_5886,localroad_1965713727,Point (127.0139583 37.4881672)
vehicle_5887,localroad_3011650465,Point (127.0461387 37.4743109)
vehicle_5888,localroad_1696934728,Point (126.9951485 37.4827176)
vehicle_5889,localroad_3011650460,Point (127.0449153 37.4761224)
vehicle_5890,localroad_4185879872,Point (126.9926751 37.4816991)
vehicle_5891,localroad_3827672497,Point (127.0185643 37.5085627)
vehicle_5892,localroad_4278630694,Point (127.0359469 37.4608203)
vehicle_5893,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_5894,localroad_4107783310,Point (126.9963924 37.486061)
vehicle_5895,localroad_2655442263,Point (127.0184474 37.4850894)
vehicle_5896,localroad_9657790289,Point (127.0291889 37.4864808)
vehicle_5897,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_5898,localroad_3827338133,Point (127.0052874 37.4896699)
vehicle_5899,localroad_4184399723,Point (127.0370391 37.4843943)
vehicle_5900,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_5901,localroad_1965713742,Point (127.0129866 37.4872731)
vehicle_5902,localroad_2623456310,Point (126.9942079 37.4894255)
vehicle_5903,localroad_3011650438,Point (127.0429102 37.4756184)
vehicle_5904,localroad_3827547993,Point (127.0135559 37.4905388)
vehicle_5905,localroad_2551950254,Point (126.9867077 37.4983133)
vehicle_5906,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_5907,localroad_4185683888,Point (127.0148783 37.4831575)
vehicle_5908,localroad_1925498969,Point (127.0411979 37.4775741)
vehicle_5909,localroad_1685686555,Point (126.9838728 37.4778008)
vehicle_5910,localroad_3089166486,Point (127.0083783 37.4876403)
vehicle_5911,localroad_3827548050,Point (127.0134891 37.4928032)
vehicle_5912,localroad_3547291976,Point (127.0561314 37.4469673)
vehicle_5913,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_5914,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_5915,localroad_2624211585,Point (126.9893352 37.4930117)
vehicle_5916,localroad_4184585497,Point (127.0434601 37.466649)
vehicle_5917,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_5918,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_5919,localroad_3827338128,Point (127.0079924 37.4895122)
vehicle_5920,localroad_2281095534,Point (127.0227946 37.5039472)
vehicle_5921,localroad_1430679905,Point (127.0136473 37.4835292)
vehicle_5922,localroad_1965713708,Point (127.0135753 37.4860411)
vehicle_5923,localroad_1694783484,Point (127.0380677 37.4836762)
vehicle_5924,localroad_4184399704,Point (127.0382406 37.4832329)
vehicle_5925,localroad_1696934741,Point (126.9950303 37.4841061)
vehicle_5926,localroad_2622810044,Point (126.9966394 37.4978993)
vehicle_5927,localroad_3796948936,Point (126.9989685 37.4977635)
vehicle_5928,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_5929,localroad_3827548466,Point (127.0194855 37.4936247)
vehicle_5930,localroad_9693950797,Point (127.0342926 37.4621956)
vehicle_5931,localroad_3827169482,Point (127.0328405 37.4850272)
vehicle_5932,localroad_4184618646,Point (127.0457771 37.4753016)
vehicle_5933,localroad_3011650467,Point (127.0445676 37.475896)
vehicle_5934,localroad_8487547633,Point (127.0098483 37.5174556)
vehicle_5935,localroad_4185835030,Point (126.9973292 37.4819279)
vehicle_5936,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_5937,localroad_2533109202,Point (126.9851513 37.4939069)
vehicle_5938,localroad_4184618640,Point (127.0446341 37.4750867)
vehicle_5939,localroad_4101372794,Point (126.9844478 37.4787688)
vehicle_5940,localroad_3153683163,Point (127.0132832 37.4935587)
vehicle_5941,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_5942,localroad_1685716285,Point (126.9853051 37.479292)
vehicle_5943,localroad_2110341085,Point (126.9838203 37.4769887)
vehicle_5944,localroad_1430679232,Point (127.0147754 37.481873)
vehicle_5945,localroad_3112174494,Point (127.0165592 37.4949895)
vehicle_5946,localroad_3274307625,Point (126.9997651 37.4816885)
vehicle_5947,localroad_1965713692,Point (127.0138006 37.4851642)
vehicle_5948,localroad_2280599507,Point (127.0265779 37.4919997)
vehicle_5949,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_5950,localroad_2295365587,Point (127.0198293 37.4899552)
vehicle_5951,localroad_2623456109,Point (126.9914569 37.4924752)
vehicle_5952,localroad_1965713688,Point (127.0112826 37.4861305)
vehicle_5953,localroad_1905595394,Point (126.9831259 37.4846159)
vehicle_5954,localroad_2622713691,Point (126.9983159 37.4992582)
vehicle_5955,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_5956,localroad_3011650460,Point (127.0449153 37.4761224)
vehicle_5957,localroad_2510022117,Point (126.9914254 37.4897445)
vehicle_5958,localroad_3827338142,Point (127.0136371 37.4900964)
vehicle_5959,localroad_3804191223,Point (126.9827142 37.4895455)
vehicle_5960,localroad_1430679237,Point (127.0143913 37.4811307)
vehicle_5961,localroad_1430679237,Point (127.0143913 37.4811307)
